Days,Juba,Mongalla,Mayom,Bor,Yirol,Kapoeta,Cueibet,Duk_Fadiat,Tambura,Pariang,Terakeka,Aweil,Nasir,Ayod,Mvolo,Renk,Rubkona,Fangak,Malakal,Rumbek,Fashada,Melut,Mundri,Maridi,Pochalla,Lainya,Akobo,Torit,Pibor,Wau,Yei,Magwi,Wunagak,Malut,Ad_Damazin,Gambela,Lolimi,Wunshaiye,Al_Mayom,Lekr,Gulu,Tierkidi,Pugnido,Jewi,Kule,Kakuma,Khartoum,West_Kordofan,Adjumani,Rhino,Kiryandongo
130,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
131,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
132,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
133,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
134,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
135,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
136,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
137,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
138,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
139,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
140,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
141,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
142,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
143,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
144,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
145,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
146,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
147,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
148,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
149,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
150,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
151,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
152,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
153,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
154,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
155,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
156,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
157,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
158,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
159,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
160,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
161,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
162,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
163,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
164,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
165,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
166,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
167,1.0,0.377,0.748,0.615,0.44699999999999995,1.0,1.0,1.0,1.0,1.0,0.377,0.5660000000000001,0.636,0.615,0.405,0.636,0.748,0.615,0.636,0.44699999999999995,0.636,0.636,0.405,0.405,0.615,0.377,0.615,0.405,0.615,0.482,0.377,0.405,0.636,0.636,0.3,0.3,0.405,0.615,0.748,0.377,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
168,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
169,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
170,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
171,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
172,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
173,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
174,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
175,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
176,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
177,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
178,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,0.37,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
179,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
180,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
181,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
182,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
183,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
184,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
185,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
186,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
187,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
188,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
189,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
190,1.0,0.37,0.7969999999999999,0.664,0.51,0.419,0.51,0.664,0.405,0.7969999999999999,1.0,0.5660000000000001,0.65,0.664,0.405,0.65,0.7969999999999999,0.664,0.65,0.51,0.65,0.65,0.405,0.405,0.664,0.37,0.664,0.419,0.664,0.489,0.37,0.419,0.65,0.65,0.3,0.3,0.419,0.664,0.7969999999999999,0.37,0.3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
