Day,Tierkidi sim,Tierkidi data,Tierkidi error,Kakuma sim,Kakuma data,Kakuma error,Khartoum sim,Khartoum data,Khartoum error,West_Kordofan sim,West_Kordofan data,West_Kordofan error,Adjumani sim,Adjumani data,Adjumani error,Rhino sim,Rhino data,Rhino error,Kiryandongo sim,Kiryandongo data,Kiryandongo error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
22,0,0.0,0.0,647,3638,0.822155030236,0,10,1.0,0,1030,1.0,2197,15277,0.856189042351,1549,3715,0.583041722746,552,1187,0.534962089301,0.801062075069397,24857,24857,24857,4945,0
23,0,0.0,0.0,755,4271,0.823226410677,0,11,1.0,0,1077,1.0,2410,15971,0.849101496462,1721,3759,0.54216546954,613,1313,0.533130236101,0.7917203242178623,26402,26402,26402,5499,0
24,0,0.0,0.0,860,4888,0.824058919804,0,11,1.0,0,1124,1.0,2616,16665,0.84302430243,1871,3854,0.51453035807,666,1419,0.530655391121,0.7849504667215049,27961,27961,27961,6013,0
25,0,0.0,0.0,976,5640,0.82695035461,0,37,1.0,0,1170,1.0,2839,17360,0.836463133641,2036,4003,0.491381463902,721,1448,0.502071823204,0.7784071751298132,29658,29658,29658,6572,0
26,0,0.0,0.0,1100,6162,0.821486530347,0,63,1.0,0,1217,1.0,3047,18054,0.831228536612,2198,4082,0.461538461538,770,1484,0.481132075472,0.7709419869937544,31062,31062,31062,7115,0
27,0,0.0,0.0,1218,6729,0.818992420865,0,89,1.0,0,1264,1.0,3250,18749,0.826657421729,2376,4161,0.428983417448,832,1498,0.444592790387,0.7637426900584795,32490,32490,32490,7676,0
28,0,0.0,0.0,1335,7093,0.811786268152,1,115,0.991304347826,1,1311,0.999237223494,3470,19443,0.821529599342,2548,4240,0.399056603774,880,1508,0.416445623342,0.7557104716701275,33710,33710,33710,8235,0
29,0,0.0,0.0,1469,7532,0.804965480616,1,118,0.991525423729,8,1358,0.9941089838,3699,20137,0.816308288226,2715,4319,0.371382264413,932,1520,0.386842105263,0.7477704093299794,34984,34984,34984,8824,0
30,0,0.0,0.0,1592,8274,0.807590041093,1,121,0.99173553719,22,1405,0.984341637011,3964,20832,0.809715821813,2865,4398,0.348567530696,998,1525,0.345573770492,0.7417042812200794,36555,36555,36555,9442,0
31,0,0.0,0.0,1763,8661,0.796443828657,1,123,0.991869918699,33,1452,0.977272727273,4191,21526,0.805305212301,3020,4477,0.325441143623,1051,1754,0.400798175599,0.7352407022346221,37993,37993,37993,10059,0
32,0,0.0,0.0,1909,9125,0.790794520548,1,126,0.992063492063,51,1498,0.965954606142,4393,22221,0.802304126727,3194,4556,0.298946444249,1109,1983,0.440746343923,0.730263990483181,39509,39509,39509,10657,0
33,0,0.0,0.0,2067,9389,0.779848759186,1,126,0.992063492063,73,1545,0.952750809061,4631,22915,0.797905302204,3346,4635,0.278101402373,1154,2213,0.478535924085,0.7238811454327218,40823,40823,40823,11272,0
34,0,0.0,0.0,2238,9854,0.772884107976,1,126,0.992063492063,89,1592,0.944095477387,4829,23610,0.795468022025,3499,4713,0.257585402079,1212,2442,0.503685503686,0.7196778231806694,42337,42337,42337,11868,0
35,0,0.0,0.0,2396,10158,0.764126796614,1,126,0.992063492063,114,1639,0.930445393533,5060,24304,0.791803818302,3690,4792,0.229966611018,1262,2671,0.527517783602,0.7133669031815061,43690,43690,43690,12523,0
36,0,0.0,0.0,2550,10622,0.759932216155,2,126,0.984126984127,128,1686,0.924080664294,5270,24998,0.789183134651,3866,4871,0.206323136933,1321,2900,0.544482758621,0.7093776961706082,45203,45203,45203,13137,0
37,0,0.0,0.0,2705,10708,0.747385132611,4,126,0.968253968254,149,1733,0.914021927294,5512,25693,0.785466858677,4018,4950,0.188282828283,1379,3129,0.559284116331,0.7029068387319537,46339,46339,46339,13767,0
38,0,0.0,0.0,2842,11114,0.744286485514,4,126,0.968253968254,190,1779,0.893198426082,5748,26387,0.782165460265,4192,5029,0.166434678863,1447,3358,0.5690887433,0.6982194045153056,47793,47793,47793,14423,0
39,0,0.0,0.0,3018,11574,0.739243131156,5,126,0.960317460317,218,1826,0.880613362541,5987,27082,0.778930655048,4372,5108,0.14408770556,1504,3588,0.580824972129,0.6936556871653415,49304,49304,49304,15104,0
40,0,0.0,0.0,3169,11728,0.729791950887,7,126,0.944444444444,246,1873,0.868659903897,6204,27776,0.776641705069,4543,5187,0.124156545209,1561,3817,0.591040083835,0.688558021660364,50507,50507,50507,15730,0
41,0,0.0,0.0,3357,12088,0.722286565189,11,126,0.912698412698,272,1920,0.858333333333,6412,28470,0.774780470671,4743,5266,0.0993163691607,1627,4046,0.597874443895,0.6836813313814624,51916,51916,51916,16422,0
42,0,0.0,0.0,3525,12387,0.715427464277,11,126,0.912698412698,306,1967,0.844433146924,6644,29165,0.772192696726,4892,5345,0.0847521047708,1689,4275,0.604912280702,0.6795832159954942,53265,53265,53265,17067,0
43,0,0.0,0.0,3689,12618,0.707639879537,12,155,0.922580645161,349,2014,0.826713008937,6889,29859,0.769282293446,5036,5423,0.0713627143647,1740,4504,0.613676731794,0.6753889285910615,54573,54573,54573,17715,0
44,0,0.0,0.0,3859,12891,0.700643860057,15,184,0.91847826087,382,2060,0.814563106796,7121,30554,0.766937225895,5232,5502,0.0490730643402,1793,4733,0.621170504965,0.670946284242901,55924,55924,55924,18402,0
45,0,0.0,0.0,4052,13216,0.693401937046,15,213,0.929577464789,422,2107,0.799715234931,7337,31248,0.765200972862,5395,5581,0.033327360688,1836,4963,0.63006246222,0.6675795422830031,57328,57328,57328,19057,0
46,0,0.0,0.0,4213,13515,0.688272290048,16,227,0.929515418502,457,2154,0.787836583101,7533,31943,0.764173684375,5570,5660,0.0159010600707,1887,5192,0.63655624037,0.6647526878056261,58691,58691,58691,19676,0
47,0,0.0,0.0,4400,13855,0.682425117286,16,240,0.933333333333,491,2201,0.776919582008,7780,32637,0.761620246959,5748,5739,0.00156821745949,1942,5421,0.641763512267,0.6612084602199924,60093,60093,60093,20377,0
48,0,0.0,0.0,4559,14277,0.680675211879,18,254,0.929133858268,540,2248,0.759786476868,8012,33331,0.759623173622,5892,5818,0.0127191474734,2003,5650,0.645486725664,0.6608969571006398,61578,61586,61586,21024,0
49,0,0.0,0.0,4731,14469,0.673025088119,20,268,0.925373134328,580,2295,0.747276688453,8241,34026,0.757802856639,6059,5897,0.0274715957266,2057,5879,0.650110563021,0.6598144818698191,62834,62851,62851,21688,0
50,0,0.0,0.0,4887,14652,0.666461916462,22,281,0.921708185053,629,2341,0.731311405382,8442,34720,0.75685483871,6244,5976,0.0448460508701,2102,6108,0.655861165684,0.6596780232122801,64078,64104,64104,22326,0
51,0,0.0,0.0,5045,15107,0.666048851526,26,295,0.91186440678,680,2388,0.715242881072,8682,35415,0.754849639983,6422,6055,0.0606110652353,2157,6338,0.659671820764,0.6600438810336421,65598,65632,65632,23012,0
52,0,0.0,0.0,5211,15402,0.661667315933,27,295,0.908474576271,717,2435,0.705544147844,8911,36109,0.753219418981,6609,6133,0.0776129137453,2215,6567,0.662707476778,0.6599038576376448,66941,66984,66984,23690,0
53,0,0.0,0.0,5369,15676,0.657501913754,28,296,0.905405405405,763,2482,0.692586623691,9121,36803,0.752166942912,6764,6212,0.0888602704443,2274,6796,0.66539140671,0.6594259115593484,68265,68317,68317,24319,0
54,0,0.0,0.0,5525,16051,0.655784686312,29,297,0.902356902357,805,2529,0.681692368525,9350,37498,0.75065336818,6914,6291,0.0990303608329,2338,7025,0.6671886121,0.6591446717609784,69691,69751,69751,24961,0
55,0,0.0,0.0,5696,16365,0.651940116101,31,298,0.895973154362,861,2576,0.665760869565,9556,38192,0.749790532049,7114,6370,0.116797488226,2404,7254,0.668596636339,0.6591445925426016,71055,71124,71124,25662,0
56,0,0.0,0.0,5871,16745,0.649387876978,36,298,0.879194630872,904,2623,0.655356462066,9785,38887,0.748373492427,7293,6449,0.130873003566,2458,7483,0.671522116798,0.659096233617684,72485,72563,72563,26347,0
57,0,0.0,0.0,6020,16984,0.645548751766,38,299,0.872909698997,948,2669,0.644810790558,10009,39581,0.747126146383,7456,6528,0.142156862745,2509,7713,0.674705043433,0.6586785810993772,73774,73860,73860,26980,0
58,0,0.0,0.0,6348,17155,0.629962110172,41,398,0.896984924623,998,2716,0.632547864507,10258,40275,0.745301055245,7609,6607,0.151657333132,2560,7942,0.677663057164,0.6554636378145449,75093,75188,75188,27814,0
59,0,0.0,0.0,6616,17400,0.619770114943,43,406,0.894088669951,1058,2656,0.601656626506,10468,40970,0.744495972663,7780,6686,0.16362548609,2619,8171,0.679476196304,0.6526397028045208,76289,76448,76448,28584,0
60,0,0.0,0.0,6865,17547,0.608765031059,48,414,0.884057971014,1100,2596,0.576271186441,10706,41664,0.743039554531,7964,6765,0.177235772358,2664,8400,0.682857142857,0.6502881602867421,77386,77561,77561,29347,0
61,0,0.0,0.0,7130,17917,0.602053915276,53,422,0.874407582938,1154,2536,0.544952681388,10921,42359,0.742179938148,8144,6843,0.190121291831,2718,8629,0.685015644918,0.6483268738759278,78706,78954,78954,30120,0
62,0,0.0,0.0,7373,18059,0.591727116673,57,430,0.867441860465,1202,2476,0.514539579968,11141,43053,0.741225930829,8284,6922,0.196763941057,2771,8858,0.687175434635,0.6457391260898894,79798,80054,80054,30828,0
63,0,0.0,0.0,7606,18304,0.584462412587,65,437,0.851258581236,1252,2416,0.48178807947,11368,43748,0.740148121057,8469,7001,0.20968433081,2819,9088,0.689810739437,0.6442565655073962,80994,81258,81258,31579,0
64,0,0.0,0.0,7863,18607,0.577417101091,67,445,0.849438202247,1307,2356,0.445246179966,11592,44442,0.739165654111,8641,7080,0.220480225989,2878,9317,0.691102286144,0.6425308110859317,82247,82519,82519,32348,0
65,0,0.0,0.0,8127,18741,0.566351848887,72,453,0.841059602649,1364,2296,0.405923344948,11804,45136,0.738479262673,8803,7159,0.229641011314,2937,9546,0.69233186675,0.6400191364669298,83331,83610,83610,33107,0
66,0,0.0,0.0,8375,19203,0.56387022861,77,461,0.832971800434,1422,2236,0.36404293381,12009,45831,0.737972114944,8967,7238,0.238878143133,2988,9775,0.694322250639,0.639305705818712,84744,85036,85036,33838,0
67,0,0.0,0.0,8625,19507,0.557851027836,81,636,0.872641509434,1465,2236,0.34481216458,12235,46525,0.737023105857,9157,7317,0.251469181358,3035,10004,0.696621351459,0.6391656073038252,86225,86530,86530,34598,0
68,0,0.0,0.0,8893,19871,0.552463388858,86,811,0.893958076449,1519,2236,0.320661896243,12457,47220,0.736192291402,9314,7396,0.259329367226,3091,10233,0.697938043584,0.6384430267668627,87767,88094,88094,35360,0
69,0,0.0,0.0,9139,20002,0.543095690431,93,985,0.905583756345,1576,2236,0.295169946333,12661,47914,0.735755729014,9479,7475,0.268093645485,3141,10463,0.699799292746,0.6373456790123457,89075,89424,89424,36089,0
70,0,0.0,0.0,9395,20363,0.538623974856,97,1160,0.916379310345,1636,2236,0.268336314848,12852,48608,0.735599078341,9642,7553,0.276578842844,3176,10692,0.702955480733,0.6374008045547471,90612,90982,90982,36798,0
71,0,0.0,0.0,9652,20649,0.532568163107,106,1263,0.916072842439,1693,2236,0.242844364937,13063,49303,0.735046548892,9794,7632,0.283280922432,3229,10921,0.70433110521,0.6362937789514698,92004,92396,92396,37537,0
72,0,0.0,0.0,9908,20833,0.524408390534,112,1366,0.918008784773,1755,2236,0.21511627907,13303,49997,0.733924035442,9952,7711,0.290623784204,3278,11150,0.70600896861,0.6346125114720509,93293,93706,93706,38308,0
73,74,0.0,0.0,10174,21111,0.518071147743,119,1469,0.918992511913,1825,2236,0.183810375671,13534,50692,0.733015071412,10112,7790,0.298074454429,3327,11379,0.707619298708,0.6340314576499285,94677,95112,95112,39165,0
74,183,744,0.754032258065,10457,21383,0.510966655755,126,1572,0.919847328244,1886,2236,0.156529516995,13750,51386,0.732417389951,10269,7869,0.304994281357,3378,11608,0.708993797381,0.6328620636471133,96798,97255,97255,40049,0
75,290,1489,0.805238415044,10740,21731,0.50577515991,132,1675,0.921194029851,1960,2236,0.12343470483,13960,52081,0.731955991628,10446,7948,0.314292903875,3423,11838,0.710846426761,0.6337508544774619,98998,99476,99476,40951,0
76,360,2234,0.838854073411,11066,22191,0.501329367762,134,1778,0.924634420697,2025,2236,0.0943649373882,14185,52562,0.730128229519,10632,8027,0.324529712221,3483,11939,0.708267024039,0.6336247252801404,100967,101467,101467,41885,0
77,459,2979,0.845921450151,11372,22465,0.49379034053,142,1881,0.924508240298,2101,2236,0.0603756708408,14408,53043,0.728371321381,10809,8106,0.333456698742,3547,12041,0.705423137613,0.6324947710899372,102751,103272,103272,42838,0
78,560,3724,0.84962406015,11679,22785,0.487425938117,153,2030,0.924630541872,2169,2236,0.0299642218247,14645,53524,0.726384425678,10981,8185,0.341600488699,3619,12143,0.701968212139,0.6314823618902728,104627,105170,105170,43806,0
79,662,4469,0.851868426941,12003,23204,0.482718496811,164,2179,0.924736117485,2230,2236,0.00268336314848,14868,54005,0.724692158134,11166,8263,0.351325184558,3677,12245,0.699714169049,0.6311423399212437,106601,107166,107166,44770,0
80,768,5214,0.852704257768,12292,23550,0.47804670913,171,2328,0.926546391753,2301,2236,0.0290697674419,15097,54486,0.722919649084,11358,8342,0.361543994246,3735,12347,0.697497367782,0.6319885597997965,108503,109089,109089,45722,0
81,857,5959,0.856183923477,12599,23768,0.469917536183,179,2478,0.927764326069,2383,2236,0.0657423971377,15344,54968,0.72085577063,11555,8421,0.37216482603,3792,12449,0.69539722066,0.6324636792410292,110279,110887,110887,46709,0
82,962,6704,0.856503579952,12939,24267,0.466806774632,184,2627,0.929958127141,2451,2236,0.0961538461538,15548,55449,0.719598189327,11724,8500,0.379294117647,3848,12550,0.693386454183,0.633443104760893,112333,112962,112962,47656,0
83,1051,7449,0.858907235871,13292,24627,0.460267186421,190,2776,0.931556195965,2531,2236,0.131932021467,15779,55930,0.717879492222,11889,8579,0.385825853829,3910,12652,0.690957951312,0.6337423846823325,114249,114900,114900,48642,0
84,1153,8194,0.859287283378,13610,24993,0.455447525307,196,2925,0.932991452991,2616,2236,0.169946332737,16020,56411,0.716012834376,12096,8658,0.397089397089,3964,12754,0.689195546495,0.6346293744597451,116171,116843,116843,49655,0
85,1252,8939,0.859939590558,13901,25505,0.454969613801,200,3074,0.934938191282,2688,2236,0.202146690519,16276,56892,0.713914082824,12283,8737,0.405860135058,4007,12856,0.688316739266,0.635887432419934,118239,118933,118933,50607,0
86,1343,9684,0.86131763734,14244,25885,0.449719915009,211,3224,0.934553349876,2767,2236,0.23747763864,16523,57374,0.712012409802,12480,8816,0.415607985481,4075,12958,0.685522457169,0.636298214123233,120177,120893,120893,51643,0
87,1444,10429,0.861539936715,14587,26276,0.444854620186,219,3373,0.935072635636,2874,2236,0.285330948122,16791,57855,0.70977443609,12654,8895,0.422596964587,4151,13060,0.682159264931,0.6364753664710526,122124,122861,122861,52720,0
88,1539,11174,0.862269554323,14939,26546,0.437241015596,224,4120,0.945631067961,2950,2236,0.319320214669,17040,58336,0.707899067471,12851,8973,0.432185445225,4215,13161,0.679735582403,0.6382187462591278,124546,125305,125305,53758,0
89,1637,11918,0.86264473905,15318,26885,0.430239910731,236,4867,0.951510170536,3019,2236,0.350178890877,17306,58817,0.705765339953,13021,8971,0.451454687326,4267,13372,0.680900388872,0.640833502808066,127066,127846,127846,54804,0
90,1739,12663,0.862670773119,15689,27189,0.422965169738,243,5614,0.956715354471,3105,2236,0.388640429338,17605,59298,0.703109717022,13196,8968,0.471454058876,4332,13582,0.681048446473,0.6431431815392169,129550,130352,130352,55909,0
91,1841,13408,0.862693914081,16062,27570,0.417410228509,255,6362,0.959918264697,3192,2236,0.427549194991,17858,59780,0.701271328203,13360,8966,0.490073611421,4404,13793,0.680707605307,0.6457322531386576,132115,132939,132939,56972,0
92,1939,14153,0.8629972444,16458,27918,0.410487857296,260,7109,0.963426642284,3291,2236,0.471824686941,18136,60261,0.699042498465,13516,8963,0.507977239763,4479,14004,0.680162810626,0.647882853958624,134644,135489,135489,58079,0
93,2051,14898,0.862330514163,16806,28169,0.403386701693,267,7856,0.966013238289,3367,2236,0.505813953488,18381,60742,0.697392249185,13661,8961,0.524495034036,4556,14214,0.67947094414,0.6498988712729171,137076,137943,137943,59089,0
94,2171,15643,0.861215879307,17189,28517,0.397236735982,276,8603,0.967918168081,3449,2236,0.542486583184,18641,61223,0.695522924391,13764,8958,0.536503683858,4648,14425,0.677781629116,0.6513135885773669,139605,140493,140493,60138,0
95,2278,16388,0.860995850622,17569,28773,0.389392833559,283,8739,0.967616432086,3536,2236,0.581395348837,18915,61704,0.693455853753,13863,8956,0.547900848593,4738,14635,0.676255551759,0.6509930378457367,141431,142341,142341,61182,0
96,2384,17133,0.860853323995,17953,29119,0.3834609705,291,8876,0.967214961694,3618,2236,0.618067978533,19200,62186,0.691248834143,13931,8953,0.556014743661,4817,14846,0.675535497777,0.6506400704181424,143349,144281,144281,62194,0
97,2518,17878,0.859156505202,18316,29349,0.37592422229,299,9012,0.966822015091,3706,2236,0.657423971377,19498,62667,0.68886335711,13979,8951,0.561724946933,4908,15056,0.674017003188,0.6496899426428112,145149,146102,146102,63224,0
98,2629,18623,0.858830478441,18665,29455,0.366321507384,312,9148,0.965894184521,3808,2236,0.703041144902,19788,63148,0.686640907075,14035,8948,0.568506928923,4984,15267,0.673544245759,0.6489986468200271,146825,147800,147800,64221,0
99,2740,19368,0.858529533251,18997,29720,0.360800807537,323,9284,0.965208961654,3902,2236,0.745080500894,20072,63629,0.68454635465,14065,8946,0.572211044042,5060,15477,0.673063255153,0.6486275191104934,148660,149656,149656,65159,0
100,2870,20113,0.857306219858,19340,29874,0.35261431345,334,9421,0.964547287974,3990,2236,0.784436493739,20361,64110,0.682405240992,14080,8944,0.574239713775,5132,15688,0.672870984192,0.6476645266967848,150386,151404,151404,66107,0
101,2976,20858,0.857320932016,19684,30050,0.344958402662,341,9557,0.964319347075,4085,2236,0.826923076923,20689,64592,0.679697176121,14097,8941,0.576669276367,5218,15899,0.671803258067,0.6466740221840663,152133,153173,153173,67090,0
102,3101,21603,0.856455121974,20021,30265,0.338476788369,356,9693,0.963272464665,4179,2236,0.868962432916,21009,65073,0.677147203909,14115,8939,0.579035686318,5314,16109,0.670122291887,0.6456423128294801,153918,154979,154979,68095,0
103,3223,22348,0.855781277967,20367,30373,0.329437329207,371,9829,0.962254552854,4274,2236,0.9114490161,21308,65554,0.674954998932,14142,8936,0.582587287377,5417,16320,0.668075980392,0.6445152190146733,155596,156679,156679,69102,0
104,3363,23092,0.854365148103,20682,30503,0.321968330984,378,9966,0.962071041541,4358,2236,0.949016100179,21619,66035,0.672613008253,14157,8934,0.584620550705,5519,16530,0.666122202057,0.6433712121212121,157296,158400,158400,70076,0
105,3482,23837,0.853924571045,20982,30984,0.322811773819,396,10102,0.960799841616,4449,2236,0.989713774597,21915,66516,0.670530398701,14168,8931,0.586384503415,5618,16741,0.664416701511,0.6433294074392577,159347,160473,160473,71010,0
106,3626,24582,0.852493694573,21317,31198,0.31671902045,411,10238,0.959855440516,4553,2236,1.0362254025,22228,66998,0.668228902355,14179,8929,0.587971777355,5706,16951,0.663382691287,0.6423835346315011,161132,162280,162280,72020,0
107,3773,25327,0.85102854661,21681,31542,0.31263077801,430,10374,0.958550221708,4657,2236,1.08273703041,22491,67152,0.665073266619,14181,8926,0.588729554112,5801,17063,0.660024614663,0.6407496718659381,162620,163805,163805,73014,0
108,3924,26072,0.849493709727,22018,31612,0.303492344679,439,10511,0.958234230806,4768,2236,1.13237924866,22780,67306,0.661545776008,14174,8924,0.58830121022,5899,17175,0.6565356623,0.6385474284952654,163836,165059,165059,74002,0
109,4055,26817,0.848789946676,22315,31472,0.290957041179,451,10647,0.957640649948,4869,2236,1.17754919499,23107,67460,0.657471093982,14174,8921,0.588835332362,5987,17286,0.653650352887,0.6360806742925948,164839,166100,166100,74958,0
110,4202,27562,0.847543719614,22649,32055,0.293433161753,467,10783,0.956691087823,4973,2236,1.2240608229,23430,67614,0.653474132576,14173,8919,0.589079493217,6089,17398,0.650017243361,0.6348277793001561,166567,167866,167866,75983,0
111,4344,28307,0.846539725156,22935,32193,0.287578044917,479,10919,0.956131513875,5102,2236,1.28175313059,23729,67768,0.649849486483,14177,8916,0.590062808434,6152,17510,0.648657909766,0.6335335075006207,167849,169186,169186,76918,0
112,4503,29052,0.845002065262,23223,32251,0.279929304518,485,11056,0.956132416787,5186,2236,1.31932021467,24054,67922,0.645858484732,14182,8914,0.590980480144,6239,17622,0.645953921235,0.6314514046987584,169053,170428,170428,77872,0
113,4654,29797,0.843809779508,23486,32318,0.273284237886,493,11192,0.955950679056,5295,2236,1.36806797853,24353,68076,0.642267465774,14184,8911,0.591740545393,6334,17733,0.642812834828,0.6298376010624666,170263,171676,171676,78799,0
114,4812,30542,0.84244646716,23746,32385,0.266759302146,511,11328,0.954890536723,5386,2236,1.40876565295,24654,68230,0.63866334457,14186,8909,0.592322370636,6413,17845,0.640627626786,0.6281357343603622,171475,172926,172926,79708,0
115,4952,31287,0.841723399495,24047,32453,0.259020737682,526,11464,0.954117236567,5480,2236,1.45080500894,24970,68384,0.634856106692,14196,8906,0.593981585448,6495,17957,0.638302611795,0.6263147620797355,172687,174176,174176,80666,0
116,5121,32032,0.840128621379,24304,32520,0.252644526445,543,11464,0.952634333566,5581,2236,1.49597495528,25244,68538,0.631678776737,14198,8904,0.594564240791,6574,18068,0.636152313482,0.6245400452966244,173762,175289,175289,81565,0
117,5286,32777,0.838728376606,24585,32587,0.245558044619,550,11464,0.952023726448,5695,2236,1.5469588551,25531,68692,0.628326442672,14195,8901,0.594764633187,6668,18180,0.633223322332,0.6226289951361096,174837,176402,176402,82510,0
118,5445,33522,0.837569357437,24870,32654,0.238378146628,565,11464,0.950715282624,5797,2236,1.59257602862,25835,68846,0.624742178195,14191,8899,0.594673558827,6734,18292,0.631860922808,0.6206877126568873,175913,177516,177516,83437,0
119,5625,34266,0.835843109788,25128,32721,0.232052810122,586,11464,0.94888346127,5906,2236,1.64132379249,26148,69000,0.621043478261,14199,8896,0.596110611511,6801,18403,0.630440689018,0.6188258214043789,176986,178627,178627,84393,0
120,5793,35011,0.834537716718,25385,32788,0.22578382335,600,11464,0.947662247034,6001,2236,1.68381037567,26440,69154,0.617664921769,14197,8894,0.596244659321,6882,18515,0.628301377262,0.6170023367085791,178062,179740,179740,85298,0
121,5964,35756,0.833202819107,25635,32855,0.219753462182,616,11464,0.946266573622,6101,2236,1.72853309481,26748,69309,0.614076094014,14190,8891,0.595995950962,6951,18627,0.626832018038,0.6151978944341845,179138,180854,180854,86205,0
122,6149,36501,0.831538861949,25858,32922,0.214567766235,640,11464,0.944173063503,6213,2236,1.77862254025,27053,69463,0.610540863481,14188,8889,0.596130048374,7015,18739,0.625647046267,0.6135694187989097,180214,181968,181968,87116,0
123,6315,37246,0.830451592117,26083,32989,0.209342508109,655,11464,0.942864619679,6304,2236,1.81932021467,27347,69617,0.607179280923,14180,8886,0.595768624803,7100,18850,0.623342175066,0.6119073629014639,181288,183080,183080,87984,0
